symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,pnl_pct,reason
AAPL,2023-01-03,2023-01-04,123.21121215820312,124.4820327758789,81,102.93647003173828,0.010314163747078864,holding_period
TSLA,2023-01-03,2023-01-04,108.0999984741211,113.63999938964844,83,459.82007598876953,0.0512488528559379,holding_period
ORCL,2023-01-03,2023-01-04,80.45586395263672,81.18623352050781,100,73.03695678710938,0.009077891057152185,holding_period
NVDA,2023-01-03,2023-01-04,14.300682067871094,14.734249114990234,510,221.11919403076172,0.030317927848576013,holding_period
NKE,2023-01-03,2023-01-04,112.61212921142578,114.94497680664062,58,135.30516052246094,0.020715775570098623,holding_period
NFLX,2023-01-03,2023-01-04,29.4950008392334,30.94099998474121,200,289.1998291015625,0.04902522815271075,holding_period
MSFT,2023-01-03,2023-01-04,233.9856719970703,223.75038146972656,22,-225.1763916015625,-0.04374323624171272,holding_period
META,2023-01-03,2023-01-04,123.87470245361328,126.48644256591797,38,99.24612426757812,0.021083724606989006,holding_period
JPM,2023-01-03,2023-01-04,124.9286880493164,126.09367370605469,34,39.60951232910156,0.0093252052425172,holding_period
JNJ,2023-01-03,2023-01-04,162.6558837890625,164.42677307128906,24,42.5013427734375,0.010887336141636967,holding_period
JNJ,2023-01-04,2023-01-05,164.42677307128906,163.21270751953125,61,-74.05799865722656,-0.007383624510051297,holding_period
JPM,2023-01-04,2023-01-05,126.09367370605469,126.06575012207031,72,-2.010498046875,-0.00022145110982704427,holding_period
META,2023-01-04,2023-01-05,126.48644256591797,126.05944061279297,64,-27.328125,-0.003375871314449131,holding_period
MSFT,2023-01-04,2023-01-05,223.75038146972656,217.11891174316406,33,-218.8385009765625,-0.029637802997264335,holding_period
TSLA,2023-01-04,2023-01-05,113.63999938964844,110.33999633789062,58,-191.40017700195312,-0.029039097760312136,holding_period
NKE,2023-01-04,2023-01-05,114.94497680664062,114.38548278808594,52,-29.09368896484375,-0.004867494292472329,holding_period
NVDA,2023-01-04,2023-01-05,14.734249114990234,14.25073528289795,367,-177.44957637786865,-0.032815641185296035,holding_period
ORCL,2023-01-04,2023-01-05,81.18623352050781,81.02285766601562,59,-9.639175415039062,-0.0020123590836483183,holding_period
INTC,2023-01-04,2023-01-05,26.69120979309082,26.57549476623535,164,-18.977264404296875,-0.004335323417427946,holding_period
NFLX,2023-01-04,2023-01-05,30.94099998474121,30.969999313354492,127,3.6829147338867188,0.000937246004575886,holding_period
INTC,2023-01-05,2023-01-06,26.57549476623535,27.70370101928711,378,426.46196365356445,0.04245287860021949,holding_period
TSLA,2023-01-05,2023-01-06,110.33999633789062,113.05999755859375,81,220.32009887695312,0.02465109036594267,holding_period
ORCL,2023-01-05,2023-01-06,81.02285766601562,82.3202133178711,100,129.73556518554688,0.016012217900327575,holding_period
NVDA,2023-01-05,2023-01-06,14.25073528289795,14.844141006469727,515,305.60394763946533,0.04164035832480257,holding_period
NKE,2023-01-05,2023-01-06,114.38548278808594,118.09339141845703,57,211.35079193115234,0.032415902263056226,holding_period
NFLX,2023-01-05,2023-01-06,30.969999313354492,31.55500030517578,192,112.3201904296875,0.018889280103052256,holding_period
MSFT,2023-01-05,2023-01-06,217.11891174316406,219.67771911621094,24,61.411376953125,0.011785280943530882,holding_period
META,2023-01-05,2023-01-06,126.05944061279297,129.1180877685547,38,116.22859191894531,0.024263531084171067,holding_period
JPM,2023-01-05,2023-01-06,126.06575012207031,128.47805786132812,34,82.01846313476562,0.019135314206451464,holding_period
JNJ,2023-01-05,2023-01-06,163.21270751953125,164.5363006591797,24,31.7662353515625,0.008109620627977428,holding_period
JNJ,2023-01-06,2023-01-09,164.5363006591797,160.2733917236328,62,-264.30035400390625,-0.025908622707988677,holding_period
JPM,2023-01-06,2023-01-09,128.47805786132812,127.94713592529297,71,-37.695457458496094,-0.004132393848980836,holding_period
META,2023-01-06,2023-01-09,129.1180877685547,128.57188415527344,64,-34.95703125,-0.004230264114972991,holding_period
MSFT,2023-01-06,2023-01-09,219.67771911621094,221.81658935546875,33,70.58271789550781,0.009736400431790427,holding_period
TSLA,2023-01-06,2023-01-09,113.05999755859375,119.7699966430664,59,395.8899459838867,0.05934901140427829,holding_period
NKE,2023-01-06,2023-01-09,118.09339141845703,118.3968276977539,51,15.475250244140625,0.00256946028606856,holding_period
NVDA,2023-01-06,2023-01-09,14.844141006469727,15.612371444702148,368,282.70880126953125,0.051753108374381074,holding_period
ORCL,2023-01-06,2023-01-09,82.3202133178711,83.36197662353516,59,61.46403503417969,0.012655012222106373,holding_period
INTC,2023-01-06,2023-01-09,27.70370101928711,28.262981414794922,160,89.48486328125,0.020187930671011996,holding_period
NFLX,2023-01-06,2023-01-09,31.55500030517578,31.517000198364258,126,-4.788013458251953,-0.0012042499269217407,holding_period
INTC,2023-01-09,2023-01-10,28.262981414794922,28.388338088989258,363,45.504472732543945,0.004435366260712857,holding_period
ORCL,2023-01-09,2023-01-10,83.36197662353516,83.43917083740234,110,8.491363525390625,0.0009260122779453583,holding_period
NVDA,2023-01-09,2023-01-10,15.612371444702148,15.893092155456543,533,149.62413883209229,0.01798065795120788,holding_period
NKE,2023-01-09,2023-01-10,118.3968276977539,119.33565521240234,63,59.14613342285156,0.007929498897091209,holding_period
NFLX,2023-01-09,2023-01-10,31.517000198364258,32.75400161743164,214,264.7183036804199,0.03924870423206024,holding_period
MSFT,2023-01-09,2023-01-10,221.81658935546875,223.5061798095703,27,45.61894226074219,0.007617060829449214,holding_period
META,2023-01-09,2023-01-10,128.57188415527344,132.06747436523438,42,146.81478881835938,0.027187827517090674,holding_period
JPM,2023-01-09,2023-01-10,127.94713592529297,129.0927734375,38,43.53422546386719,0.008953991067654357,holding_period
JNJ,2023-01-09,2023-01-10,160.2733917236328,159.89004516601562,27,-10.350357055664062,-0.00239182907090536,holding_period
TSLA,2023-01-09,2023-01-10,119.7699966430664,118.8499984741211,33,-30.359939575195312,-0.007681374256751906,holding_period
JNJ,2023-01-10,2023-01-11,159.89004516601562,159.6344451904297,64,-16.3583984375,-0.0015985984325699901,holding_period
JPM,2023-01-10,2023-01-11,129.0927734375,130.0521697998047,72,69.0765380859375,0.007431836320173083,holding_period
META,2023-01-10,2023-01-11,132.06747436523438,131.9681854248047,63,-6.2552032470703125,-0.0007518046430955635,holding_period
MSFT,2023-01-10,2023-01-11,223.5061798095703,230.2646026611328,33,223.0279541015625,0.03023819232792914,holding_period
TSLA,2023-01-10,2023-01-11,118.8499984741211,123.22000122070312,57,249.09015655517578,0.03676906018247509,holding_period
NKE,2023-01-10,2023-01-11,119.33565521240234,121.3271255493164,51,101.56498718261719,0.016687974213318708,holding_period
NVDA,2023-01-10,2023-01-11,15.893092155456543,15.984997749328613,348,31.98314666748047,0.0057827383729425206,holding_period
ORCL,2023-01-10,2023-01-11,83.43917083740234,85.4648666381836,59,119.51605224609375,0.024277515949058474,holding_period
INTC,2023-01-10,2023-01-11,28.388338088989258,28.783693313598633,158,62.46612548828125,0.01392667733384217,holding_period
NFLX,2023-01-10,2023-01-11,32.75400161743164,32.72600173950195,123,-3.4439849853515625,-0.0008548536528979714,holding_period
TSLA,2023-01-11,2023-01-12,123.22000122070312,123.55999755859375,84,28.5596923828125,0.0027592625752506455,holding_period
INTC,2023-01-11,2023-01-12,28.783693313598633,29.20797348022461,326,138.31533432006836,0.014740296250499886,holding_period
ORCL,2023-01-11,2023-01-12,85.4648666381836,85.63848114013672,98,17.01422119140625,0.0020314137116497683,holding_period
NVDA,2023-01-11,2023-01-12,15.984997749328613,16.49448585510254,476,242.51633834838867,0.03187289193051809,holding_period
NKE,2023-01-11,2023-01-12,121.3271255493164,121.27969360351562,56,-2.65618896484375,-0.00039094263204563737,holding_period
NFLX,2023-01-11,2023-01-12,32.72600173950195,33.01300048828125,188,53.95576477050781,0.008769746792284582,holding_period
MSFT,2023-01-11,2023-01-12,230.2646026611328,232.9406280517578,24,64.224609375,0.011621523063895117,holding_period
META,2023-01-11,2023-01-12,131.9681854248047,135.76165771484375,37,140.3584747314453,0.028745354630950643,holding_period
JPM,2023-01-11,2023-01-12,130.0521697998047,129.9217529296875,34,-4.434173583984375,-0.001002804261689322,holding_period
JNJ,2023-01-11,2023-01-12,159.6344451904297,158.83116149902344,25,-20.08209228515625,-0.005032019815322464,holding_period
JNJ,2023-01-12,2023-01-13,158.83116149902344,158.3108367919922,66,-34.3414306640625,-0.003275961103101605,holding_period
JPM,2023-01-12,2023-01-13,129.9217529296875,133.2002716064453,72,236.0533447265625,0.02523456313379729,holding_period
META,2023-01-12,2023-01-13,135.76165771484375,136.02980041503906,62,16.624847412109375,0.0019750988954372103,holding_period
MSFT,2023-01-12,2023-01-13,232.9406280517578,233.643798828125,32,22.50146484375,0.0030186695307224285,holding_period
TSLA,2023-01-12,2023-01-13,123.55999755859375,122.4000015258789,56,-64.95977783203125,-0.009388119582672851,holding_period
NKE,2023-01-12,2023-01-13,121.27969360351562,122.19007873535156,51,46.42964172363281,0.007506492676442146,holding_period
NVDA,2023-01-12,2023-01-13,16.49448585510254,16.88210105895996,340,131.78916931152344,0.023499683910275616,holding_period
ORCL,2023-01-12,2023-01-13,85.63848114013672,86.04361724853516,59,23.903030395507812,0.004730771762935434,holding_period
INTC,2023-01-12,2023-01-13,29.20797348022461,29.03440284729004,155,-26.9034481048584,-0.005942577051848088,holding_period
NFLX,2023-01-12,2023-01-13,33.01300048828125,33.28200149536133,124,33.35612487792969,0.008148335598140086,holding_period
JNJ,2023-01-13,2023-01-17,158.3108367919922,157.33413696289062,66,-64.46218872070312,-0.00616950708424887,holding_period
JPM,2023-01-13,2023-01-17,133.2002716064453,131.14190673828125,71,-146.14390563964844,-0.015453158190590822,holding_period
META,2023-01-13,2023-01-17,136.02980041503906,134.42103576660156,62,-99.743408203125,-0.011826560382570697,holding_period
MSFT,2023-01-13,2023-01-17,233.643798828125,234.73768615722656,32,35.00439453125,0.004681859028949692,holding_period
TSLA,2023-01-13,2023-01-17,122.4000015258789,131.49000549316406,56,509.04022216796875,0.07426473736900457,holding_period
NKE,2023-01-13,2023-01-17,122.19007873535156,121.51678466796875,51,-34.33799743652344,-0.005510218786593004,holding_period
NVDA,2023-01-13,2023-01-17,16.88210105895996,17.68429946899414,334,267.934268951416,0.04751768794846913,holding_period
ORCL,2023-01-13,2023-01-17,86.04361724853516,85.4648666381836,59,-34.14628601074219,-0.006726246860122741,holding_period
INTC,2023-01-13,2023-01-17,29.03440284729004,28.54262351989746,157,-77.20935440063477,-0.016937814425843408,holding_period
NFLX,2023-01-13,2023-01-17,33.28200149536133,32.62200164794922,123,-81.17998123168945,-0.019830533554422703,holding_period
JNJ,2023-01-17,2023-01-18,157.33413696289062,154.96078491210938,67,-159.01458740234375,-0.015084787679237323,holding_period
JPM,2023-01-17,2023-01-18,131.14190673828125,127.20203399658203,72,-283.67083740234375,-0.030042820328684012,holding_period
META,2023-01-17,2023-01-18,134.42103576660156,132.09727478027344,63,-146.39694213867188,-0.017287182568381087,holding_period
MSFT,2023-01-17,2023-01-18,234.73768615722656,230.30369567871094,32,-141.8876953125,-0.01888912918544214,holding_period
TSLA,2023-01-17,2023-01-18,131.49000549316406,128.77999877929688,52,-140.92034912109375,-0.020609982513142992,holding_period
NKE,2023-01-17,2023-01-18,121.51678466796875,119.89517974853516,51,-82.70185089111328,-0.013344699037786845,holding_period
NVDA,2023-01-17,2023-01-18,17.68429946899414,17.359621047973633,320,-103.8970947265625,-0.018359699324803115,holding_period
ORCL,2023-01-17,2023-01-18,85.4648666381836,83.6417465209961,59,-107.5640869140625,-0.021331807898392893,holding_period
INTC,2023-01-17,2023-01-18,28.54262351989746,27.780841827392578,160,-121.88507080078125,-0.02668926673730024,holding_period
NFLX,2023-01-17,2023-01-18,32.62200164794922,32.632999420166016,126,1.3857192993164062,0.0003371274496115492,holding_period
