date,equity,cash,positions_value,daily_return,n_positions
2023-01-03,100000.0,35271.91394805908,64728.08605194092,0.0,10
2023-01-04,101237.59827423096,35577.34433174133,65660.25394248962,0.01237598274230957,10
2023-01-05,100492.48618412018,35397.3295249939,65095.15665912628,-0.007360033256542,10
2023-01-06,102189.70340919495,35932.22681617737,66257.47659301758,0.016888996277444696,10
2023-01-09,102763.56816673279,36278.40663909912,66485.16152763367,0.005615680820991657,10
2023-01-10,103486.3102388382,36434.33774662018,67051.97249221802,0.007033057385986894,10
2023-01-11,104316.97761249542,36829.982045173645,67486.99556732178,0.008026833421156017,10
2023-01-12,104974.74959278107,36879.93608188629,68094.81351089478,0.00630551225064303,10
2023-01-13,105359.20255947113,37089.64215564728,68269.56040382385,0.003662337544804219,10
2023-01-17,105633.9583234787,37256.79141521454,68377.16690826416,0.002607800337635239,10
2023-01-18,104347.40552806854,36648.11272716522,67699.29280090332,-0.0121793485336448,10
2023-01-19,103675.04062175751,36425.57628154755,67249.46434020996,-0.006443522988505688,10
2023-01-20,105447.57926273346,37049.80898761749,68397.77027511597,0.017097062420672566,10
2023-01-23,107373.44260501862,37666.16882228851,69707.2737827301,0.01826370368812991,10
2023-01-24,107449.83404827118,37731.37538433075,69718.45866394043,0.0007114556579281454,10
2023-01-25,107479.94055271149,37772.05967998505,69707.88087272644,0.00028019126047958766,10
2023-01-26,109070.08881855011,38477.79734706879,70592.29147148132,0.014794837600963923,10
2023-01-27,109862.91516208649,38638.80088329315,71224.11427879333,0.007268962115317696,10
2023-01-30,107849.8215932846,37927.33880329132,69922.48278999329,-0.018323686075795986,10
2023-01-31,108839.89128017426,38365.748646736145,70474.14263343811,0.009180077187548137,10
2023-02-01,110499.83469104767,38845.673829078674,71654.160861969,0.01525124098663796,10
2023-02-02,113590.4876127243,39851.52653217316,73738.96108055115,0.02796975154142045,10
2023-02-03,113227.14825153351,39824.705204963684,73402.44304656982,-0.0031986777134857106,10
2023-02-06,112887.35453128815,39764.10732746124,73123.2472038269,-0.0030009915951474055,10
2023-02-07,114019.18749904633,40157.23138523102,73861.95611381531,0.010026215712624189,10
2023-02-08,113439.91346645355,39980.981444358826,73458.93202209473,-0.00508049605771501,10
2023-02-09,112839.49607753754,39718.48205471039,73121.01402282715,-0.005292823051152724,10
2023-02-10,111937.20326709747,39397.81503582001,72539.38823127747,-0.007996249910758675,10
2023-02-13,113243.07363796234,39743.83379268646,73499.23984527588,0.01166609789016153,10
2023-02-14,114218.58412647247,40187.82865810394,74030.75546836853,0.00861430599834154,10
2023-02-15,114086.28110599518,40047.33347225189,74038.94763374329,-0.001158331820422479,10
2023-02-16,112327.63434123993,39561.42476558685,72766.20957565308,-0.015415059091297112,10
2023-02-17,112407.19508838654,39455.48602390289,72951.70906448364,0.0007082918429930518,10
2023-02-21,110588.18460941315,38885.623383522034,71702.56122589111,-0.016182331367161046,10
2023-02-22,110365.82219028473,38890.18449115753,71475.6376991272,-0.002010724924310682,10
2023-02-23,111485.70701313019,39292.72607898712,72192.98093414307,0.01014702559742304,10
2023-02-24,110635.54537296295,38839.606698036194,71795.93867492676,-0.00762574560402715,10
2023-02-27,111143.96540737152,39001.866530418396,72142.09887695312,0.004595449253624927,10
2023-02-28,111154.3649892807,39114.503321647644,72039.86166763306,9.35685700169372e-05,10
2023-03-01,110520.28775691986,38881.155007362366,71639.1327495575,-0.005704474425471171,10
2023-03-02,110601.8023557663,38964.05070781708,71637.75164794922,0.0007375532628517951,10
2023-03-03,112291.74866771698,39488.571524620056,72803.17714309692,0.01527955490738508,10
2023-03-06,112013.29511928558,39316.45630931854,72696.83880996704,-0.00247973294329372,10
2023-03-07,110962.23487377167,39068.013978004456,71894.22089576721,-0.00938335261358589,10
2023-03-08,110994.88066768646,39052.873744010925,71942.00692367554,0.00029420634824030084,10
2023-03-09,109273.90826129913,38362.2213010788,70911.68696022034,-0.015504971004382093,10
2023-03-10,109110.82902240753,38421.298689842224,70689.53033256531,-0.0014923895510503887,10
2023-03-13,109300.28955554962,38320.5734128952,70979.71614265442,0.001736404487433427,10
2023-03-14,111405.31223583221,39224.567187309265,72180.74504852295,0.019259076886642267,10
2023-03-15,111256.60883808136,39155.590373039246,72101.01846504211,-0.0013347962926226222,10
2023-03-16,113189.5038022995,39862.557965278625,73326.94583702087,0.017373304690880893,10
2023-03-17,112110.29386806488,39365.389006614685,72744.9048614502,-0.009534540730204124,10
2023-03-20,112461.4059343338,39568.43393993378,72892.97199440002,0.003131845026489015,10
2023-03-21,113792.26030445099,40085.07510280609,73707.1852016449,0.01183387633348878,10
2023-03-22,112458.85579395294,39604.57410335541,72854.28169059753,-0.011717884036493566,10
2023-03-23,113628.67345714569,40096.433382987976,73532.24007415771,0.01040218358024279,10
2023-03-24,113755.64718151093,39837.15065288544,73918.49652862549,0.0011174443958735616,10
2023-03-27,113763.06200313568,40030.73968791962,73732.32231521606,6.518200905599537e-05,10
2023-03-28,113373.39722919464,39886.873074531555,73486.52415466309,-0.0034252310642825315,10
2023-03-29,114870.76272678375,40341.840905189514,74528.92182159424,0.013207379633884048,10
2023-03-30,115355.57615756989,40574.108761787415,74781.46739578247,0.004220511984753207,10
2023-03-31,116932.08913516998,40974.065037727356,75958.02409744263,0.013666551978784802,10
2023-04-03,116727.14997959137,41116.63064670563,75610.51933288574,-0.001752634004013302,10
2023-04-04,116709.28375720978,41064.66672229767,75644.61703491211,-0.00015305969849101547,10
2023-04-05,116418.99967288971,40963.67123889923,75455.32843399048,-0.002487240731628052,10
2023-04-06,116786.71999073029,41234.893414497375,75551.82657623291,0.003158593690667199,10
2023-04-10,116688.6664056778,40965.53562259674,75723.13078308105,-0.0008395953329306024,10
2023-04-11,116559.0309343338,40973.1654920578,75585.865442276,-0.0011109516916861977,10
2023-04-12,116016.42941761017,40831.11090755463,75185.31851005554,-0.004655164961257441,10
2023-04-13,117364.37576389313,41262.77766704559,76101.59809684753,0.011618581549608988,10
2023-04-14,117959.60637378693,41476.52513408661,76483.08123970032,0.005071646366451515,10
2023-04-17,118106.38999652863,41431.736020088196,76674.65397644043,0.0012443549724689281,10
2023-04-18,117901.0505437851,41345.7122297287,76555.3383140564,-0.0017385973167884108,10
2023-04-19,117486.29240703583,41337.94482707977,76148.34757995605,-0.0035178493731507355,10
2023-04-20,116281.61181735992,40917.514800071716,75364.09701728821,-0.010253796974903596,10
2023-04-21,116303.45765209198,40980.97304439545,75322.48460769653,0.0001878700715498188,10
2023-04-24,116141.64939212799,40764.478123664856,75377.17126846313,-0.0013912592388097308,10
2023-04-25,114901.52321720123,40241.50661754608,74660.01659965515,-0.010677704177764267,10
