symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,pnl_pct,reason
AAPL,2023-01-03,2023-01-04,123.21121215820312,124.4820327758789,81,102.93647003173828,0.010314163747078864,holding_period
MSFT,2023-01-06,2023-01-09,219.67771911621094,221.81658935546875,2,4.277740478515625,0.009736400431790427,holding_period
TSLA,2023-01-10,2023-01-11,118.8499984741211,123.22000122070312,1,4.370002746582031,0.03676906018247509,holding_period
ORCL,2023-01-10,2023-01-11,83.43917083740234,85.4648666381836,1,2.02569580078125,0.024277515949058474,holding_period
NKE,2023-01-10,2023-01-11,119.33565521240234,121.3271255493164,1,1.9914703369140625,0.016687974213318708,holding_period
META,2023-01-10,2023-01-11,132.06747436523438,131.9681854248047,1,-0.0992889404296875,-0.0007518046430955635,holding_period
JPM,2023-01-10,2023-01-11,129.0927734375,130.0521697998047,1,0.9593963623046875,0.007431836320173083,holding_period
JNJ,2023-01-10,2023-01-11,159.89004516601562,159.6344451904297,1,-0.2555999755859375,-0.0015985984325699901,holding_period
JPM,2023-01-12,2023-01-13,129.9217529296875,133.2002716064453,1,3.2785186767578125,0.02523456313379729,holding_period
TSLA,2023-01-12,2023-01-13,123.55999755859375,122.4000015258789,1,-1.1599960327148438,-0.009388119582672851,holding_period
ORCL,2023-01-12,2023-01-13,85.63848114013672,86.04361724853516,1,0.4051361083984375,0.004730771762935434,holding_period
ORCL,2023-01-17,2023-01-18,85.4648666381836,83.6417465209961,1,-1.8231201171875,-0.021331807898392893,holding_period
NFLX,2023-01-20,2023-01-23,34.25,35.742000579833984,1,1.4920005798339844,0.043562060725079836,holding_period
INTC,2023-01-24,2023-01-25,28.85118865966797,28.63905143737793,1,-0.21213722229003906,-0.007352807012301462,holding_period
INTC,2023-01-26,2023-01-27,29.015121459960938,27.154062271118164,1,-1.8610591888427734,-0.06414100976316502,stop_loss
NVDA,2023-02-01,2023-02-02,20.922054290771484,21.687288284301758,1,0.7652339935302734,0.036575471170047134,holding_period
NVDA,2023-02-06,2023-02-07,21.067913055419922,22.150827407836914,1,1.0829143524169922,0.05140112120115296,holding_period
NVDA,2023-02-10,2023-02-13,21.243730545043945,21.766212463378906,1,0.5224819183349609,0.02459464062713097,holding_period
NVDA,2023-02-17,2023-02-21,21.366609573364258,20.63434600830078,1,-0.7322635650634766,-0.034271397272888846,stop_loss
NVDA,2023-02-22,2023-02-23,20.73324203491211,23.640335083007812,1,2.907093048095703,0.14021410849304383,holding_period
INTC,2024-08-02,2024-08-05,21.3445987701416,19.983234405517578,1,-1.3613643646240234,-0.06378027431128855,stop_loss
INTC,2024-08-07,2024-08-08,18.989999771118164,20.489999771118164,1,1.5,0.07898894250021771,holding_period
INTC,2024-08-12,2024-08-13,19.360000610351562,20.469999313354492,1,1.1099987030029297,0.05733464194259511,holding_period
INTC,2024-08-28,2024-08-29,19.610000610351562,20.1299991607666,1,0.5199985504150391,0.02651700837482619,holding_period
INTC,2024-09-04,2024-09-05,19.43000030517578,19.399999618530273,1,-0.030000686645507812,-0.0015440394325426851,holding_period
INTC,2024-09-06,2024-09-09,18.889999389648438,19.06999969482422,1,0.18000030517578125,0.009528867707344655,holding_period
INTC,2024-09-10,2024-09-11,18.979999542236328,19.639999389648438,1,0.6599998474121094,0.03477343853161888,holding_period
INTC,2024-09-12,2024-09-13,19.360000610351562,19.65999984741211,1,0.2999992370605469,0.015495827872037403,holding_period
INTC,2024-12-18,2024-12-19,19.299999237060547,19.059999465942383,1,-0.23999977111816406,-0.01243522179303033,holding_period
INTC,2024-12-20,2024-12-23,19.520000457763672,20.200000762939453,1,0.6800003051757812,0.03483608039083449,holding_period
INTC,2024-12-30,2024-12-31,19.81999969482422,20.049999237060547,1,0.22999954223632812,0.011604417042266153,holding_period
INTC,2025-01-06,2025-01-07,19.8700008392334,20.010000228881836,1,0.1399993896484375,0.007045766670125556,holding_period
INTC,2025-01-08,2025-01-10,19.8799991607666,19.149999618530273,1,-0.7299995422363281,-0.036720300455393894,stop_loss
INTC,2025-01-13,2025-01-14,19.200000762939453,19.200000762939453,1,0.0,0.0,holding_period
INTC,2025-01-15,2025-01-16,19.719999313354492,19.670000076293945,1,-0.049999237060546875,-0.0025354583570744403,holding_period
INTC,2025-01-28,2025-01-29,19.799999237060547,19.75,1,-0.049999237060546875,-0.0025252140902592085,holding_period
INTC,2025-01-31,2025-02-03,19.43000030517578,19.3799991607666,1,-0.05000114440917969,-0.0025733990542378088,holding_period
INTC,2025-02-04,2025-02-05,19.290000915527344,19.649999618530273,1,0.3599987030029297,0.018662451317622872,holding_period
INTC,2025-02-06,2025-02-07,19.3799991607666,19.100000381469727,1,-0.279998779296875,-0.014447822054797204,holding_period
INTC,2025-02-10,2025-02-11,19.770000457763672,20.969999313354492,1,1.1999988555908203,0.06069796802253392,holding_period
INTC,2025-03-10,2025-03-11,19.93000030517578,19.780000686645508,1,-0.14999961853027344,-0.007526322941967986,holding_period
